
炼金丹配方
主药三尾风叶-1&430 药引血菩提-1&350 辅药天剑笋-1&370 花费1150 炼金收益110 6丹 易筋丹
主药七彩月兰-1&530 药引蛇涎果-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引凝血草-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药冰灵焰草-1&450 药引黑天麻-1&400 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药三叶青芝-1&550 药引苦曼藤-1&300 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引流莹草-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引菩提花-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药三叶青芝-1&550 药引渊血冥花-1&300 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引龙葵-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引五柳根-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引地黄参-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引红绫草-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引伏龙参-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引乌稠木-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引恒心草-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药三叶青芝-1&550 药引枫香脂-1&300 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引火精枣-1&320 辅药天剑笋-1&370 花费1220 炼金收益40 6丹 易筋丹
主药七彩月兰-1&530 药引紫猴花-1&310 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引宁心草-1&310 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引白沉脂-1&310 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引九叶芝-1&310 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引天问花-1&280 辅药混元果-1&410 花费1220 炼金收益40 6丹 灭神古丸
主药三叶青芝-1&550 药引血莲精-1&290 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引血莲精-1&290 辅药黑天麻-1&400 花费1220 炼金收益40 6丹 灭神古丸
主药三叶青芝-1&550 药引轻灵草-1&270 辅药黑天麻-1&400 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引天灵果-1&280 辅药混元果-1&410 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引天元果-1&310 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药三叶青芝-1&550 药引灯心草-1&270 辅药黑天麻-1&400 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引风灵花-1&310 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药冰灵焰草-1&450 药引诱妖草-1&370 辅药黑天麻-1&400 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引锦地罗-1&310 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引鸡冠草-1&310 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药三叶青芝-1&550 药引炼魂珠-1&290 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引炼魂珠-1&290 辅药黑天麻-1&400 花费1220 炼金收益40 6丹 灭神古丸
主药七彩月兰-1&530 药引石龙芮-1&310 辅药皇龙花-1&380 花费1220 炼金收益40 6丹 灭神古丸
主药天蝉灵叶-1&400 药引天灵果-1&280 辅药剑心竹-1&360 花费1040 炼金收益40 6丹 素心真丸
主药天蝉灵叶-1&400 药引轻灵草-1&270 辅药伴妖草-1&370 花费1040 炼金收益40 6丹 素心真丸
主药天蝉灵叶-1&400 药引炼魂珠-1&290 辅药月灵花-1&350 花费1040 炼金收益40 6丹 素心真丸
主药雪玉骨参-1&400 药引穿心莲-1&290 辅药月灵花-1&350 花费1040 炼金收益40 6丹 素心真丸
主药腐骨灵花-1&390 药引龙鳞果-1&300 辅药月灵花-1&350 花费1040 炼金收益40 6丹 素心真丸
主药天蝉灵叶-1&400 药引天问花-1&280 辅药剑心竹-1&360 花费1040 炼金收益40 6丹 素心真丸
主药天蝉灵叶-1&400 药引血莲精-1&290 辅药月灵花-1&350 花费1040 炼金收益40 6丹 素心真丸
主药天蝉灵叶-1&400 药引灯心草-1&270 辅药伴妖草-1&370 花费1040 炼金收益40 6丹 素心真丸
主药血莲精-1&290 药引渊血冥花-1&300 辅药银精芝-1&270 花费860 炼金收益40 6丹 养气丹
主药血莲精-1&290 药引枫香脂-1&300 辅药银精芝-1&270 花费860 炼金收益40 6丹 养气丹
主药银精芝-1&270 药引冰灵果-1&320 辅药银精芝-1&270 花费860 炼金收益40 6丹 养气丹
主药鸡冠草-1&310 药引天问花-1&280 辅药银精芝-1&270 花费860 炼金收益40 6丹 养气丹
主药血莲精-1&290 药引苦曼藤-1&300 辅药银精芝-1&270 花费860 炼金收益40 6丹 养气丹
主药血莲精-1&290 药引天灵果-1&280 辅药玉髓芝-1&290 花费860 炼金收益40 6丹 养气丹
主药血莲精-1&290 药引天问花-1&280 辅药血莲精-1&290 花费860 炼金收益40 6丹 养气丹
主药血莲精-1&290 药引天问花-1&280 辅药玉髓芝-1&290 花费860 炼金收益40 6丹 养气丹
主药鸡冠草-1&310 药引天灵果-1&280 辅药银精芝-1&270 花费860 炼金收益40 6丹 养气丹
主药血莲精-1&290 药引天灵果-1&280 辅药血莲精-1&290 花费860 炼金收益40 6丹 养气丹
主药银精芝-1&270 药引银精芝-1&270 辅药冰灵果-1&320 花费860 炼金收益40 6丹 化煞魔丸
主药离火梧桐芝-1&1060 药引血莲精-1&290 辅药地龙干-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引锦地罗-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引血莲精-1&290 辅药地龙干-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药明心问道果-1&950 药引重元换血草-1&420 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引血莲精-1&290 辅药梧桐木-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引凝血草-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引乌稠木-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引锦地罗-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引红绫草-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引恒心草-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药剑魄竹笋-1&950 药引鬼面花-1&400 辅药梧桐木-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引石龙芮-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引地黄参-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引白沉脂-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引五柳根-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引紫猴花-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引流莹草-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引火精枣-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引菩提花-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引炼魂珠-1&290 辅药梧桐木-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引地黄参-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引鸡冠草-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引风灵花-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引恒心草-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引风灵花-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引龙葵-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引伏龙参-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引伏龙参-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引鸡冠草-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引龙葵-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引九叶芝-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引天元果-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引菩提花-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引火精枣-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引蛇涎果-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引炼魂珠-1&290 辅药地龙干-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药剑魄竹笋-1&950 药引鬼面花-1&400 辅药地龙干-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引五柳根-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引炼魂珠-1&290 辅药梧桐木-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引宁心草-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引红绫草-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引炼魂珠-1&290 辅药地龙干-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引宁心草-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引紫猴花-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引白沉脂-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引流莹草-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引凝血草-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引血莲精-1&290 辅药梧桐木-1&420 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引蛇涎果-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引乌稠木-1&320 辅药龙须藤-1&390 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引天元果-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药离火梧桐芝-1&1060 药引九叶芝-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药尘磊岩麟果-1&1060 药引石龙芮-1&310 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药明心问道果-1&950 药引梧桐木-1&420 辅药鬼面花-1&400 花费1770 炼金收益30 6丹 消冰宝丸
主药木灵三针花-1&900 药引灯心草-1&270 辅药阴阳黄泉花-1&360 花费1530 炼金收益30 6丹 化劫丹
主药木灵三针花-1&900 药引轻灵草-1&270 辅药阴阳黄泉花-1&360 花费1530 炼金收益30 6丹 化劫丹
主药鎏鑫天晶草-1&900 药引灯心草-1&270 辅药阴阳黄泉花-1&360 花费1530 炼金收益30 6丹 化劫丹
主药鎏鑫天晶草-1&900 药引轻灵草-1&270 辅药阴阳黄泉花-1&360 花费1530 炼金收益30 6丹 化劫丹
主药木灵三针花-1&900 药引凝血草-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引龙葵-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引流莹草-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引轻灵草-1&270 辅药狼桃-1&420 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引乌稠木-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引菩提花-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引伏龙参-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引龙葵-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引灯心草-1&270 辅药狼桃-1&420 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引恒心草-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引苦曼藤-1&300 辅药霸王花-1&390 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引流莹草-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引天灵果-1&280 辅药太清玄灵草-1&410 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引渊血冥花-1&300 辅药霸王花-1&390 花费1590 炼金收益30 6丹 地仙玄丸
主药檀芒九叶花-1&810 药引太清玄灵草-1&410 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引五柳根-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引凝血草-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引菩提花-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引伏龙参-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引蛇涎果-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药坎水玄冰果-1&810 药引冥胎骨-1&370 辅药太清玄灵草-1&410 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引苦曼藤-1&300 辅药霸王花-1&390 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引红绫草-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引灯心草-1&270 辅药狼桃-1&420 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引天问花-1&280 辅药太清玄灵草-1&410 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引火精枣-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引天问花-1&280 辅药太清玄灵草-1&410 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引渊血冥花-1&300 辅药霸王花-1&390 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引地黄参-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引蛇涎果-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引五柳根-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引天灵果-1&280 辅药太清玄灵草-1&410 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引红绫草-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引火精枣-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引枫香脂-1&300 辅药霸王花-1&390 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引地黄参-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药木灵三针花-1&900 药引轻灵草-1&270 辅药狼桃-1&420 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引恒心草-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引枫香脂-1&300 辅药霸王花-1&390 花费1590 炼金收益30 6丹 地仙玄丸
主药鎏鑫天晶草-1&900 药引乌稠木-1&320 辅药冥胎骨-1&370 花费1590 炼金收益30 6丹 地仙玄丸
主药地心淬灵乳-1&730 药引灯心草-1&270 辅药冰精芝-1&410 花费1410 炼金收益30 6丹 静禅魔丸
主药天麻翡石精-1&730 药引灯心草-1&270 辅药冰精芝-1&410 花费1410 炼金收益30 6丹 静禅魔丸
主药天麻翡石精-1&730 药引轻灵草-1&270 辅药冰精芝-1&410 花费1410 炼金收益30 6丹 静禅魔丸
主药天麻翡石精-1&730 药引天问花-1&280 辅药血玉竹-1&400 花费1410 炼金收益30 6丹 静禅魔丸
主药天麻翡石精-1&730 药引天灵果-1&280 辅药肠蚀草-1&400 花费1410 炼金收益30 6丹 静禅魔丸
主药天麻翡石精-1&730 药引天灵果-1&280 辅药血玉竹-1&400 花费1410 炼金收益30 6丹 静禅魔丸
主药地心淬灵乳-1&730 药引天灵果-1&280 辅药血玉竹-1&400 花费1410 炼金收益30 6丹 静禅魔丸
主药天麻翡石精-1&730 药引天问花-1&280 辅药肠蚀草-1&400 花费1410 炼金收益30 6丹 静禅魔丸
主药地心淬灵乳-1&730 药引天问花-1&280 辅药肠蚀草-1&400 花费1410 炼金收益30 6丹 静禅魔丸
主药地心淬灵乳-1&730 药引轻灵草-1&270 辅药冰精芝-1&410 花费1410 炼金收益30 6丹 静禅魔丸
主药地心淬灵乳-1&730 药引天灵果-1&280 辅药肠蚀草-1&400 花费1410 炼金收益30 6丹 静禅魔丸
主药地心淬灵乳-1&730 药引天问花-1&280 辅药血玉竹-1&400 花费1410 炼金收益30 6丹 静禅魔丸
主药三叶青芝-1&550 药引九叶芝-1&310 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药三尾风叶-1&430 药引血菩提-1&350 辅药冰灵焰草-1&450 花费1230 炼金收益30 6丹 易筋丹
主药三叶青芝-1&550 药引风灵花-1&310 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药三叶青芝-1&550 药引鸡冠草-1&310 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药七彩月兰-1&530 药引灯心草-1&270 辅药三尾风叶-1&430 花费1230 炼金收益30 6丹 易筋丹
主药三尾风叶-1&430 药引三尾风叶-1&430 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药三叶青芝-1&550 药引天元果-1&310 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药三叶青芝-1&550 药引石龙芮-1&310 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药三叶青芝-1&550 药引锦地罗-1&310 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药三叶青芝-1&550 药引宁心草-1&310 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药三叶青芝-1&550 药引紫猴花-1&310 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药三尾风叶-1&430 药引天剑笋-1&370 辅药三尾风叶-1&430 花费1230 炼金收益30 6丹 易筋丹
主药七彩月兰-1&530 药引轻灵草-1&270 辅药三尾风叶-1&430 花费1230 炼金收益30 6丹 易筋丹
主药三叶青芝-1&550 药引白沉脂-1&310 辅药天剑笋-1&370 花费1230 炼金收益30 6丹 易筋丹
主药七彩月兰-1&530 药引苦曼藤-1&300 辅药黑天麻-1&400 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引枫香脂-1&300 辅药黑天麻-1&400 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引恒心草-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药三叶青芝-1&550 药引苦曼藤-1&300 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药三叶青芝-1&550 药引轻灵草-1&270 辅药混元果-1&410 花费1230 炼金收益30 6丹 灭神古丸
主药三叶青芝-1&550 药引渊血冥花-1&300 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药冰灵焰草-1&450 药引诱妖草-1&370 辅药混元果-1&410 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引乌稠木-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药三叶青芝-1&550 药引天问花-1&280 辅药黑天麻-1&400 花费1230 炼金收益30 6丹 灭神古丸
主药三叶青芝-1&550 药引灯心草-1&270 辅药混元果-1&410 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引龙葵-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引渊血冥花-1&300 辅药黑天麻-1&400 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引地黄参-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药冰灵焰草-1&450 药引黑天麻-1&400 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引红绫草-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药三叶青芝-1&550 药引天灵果-1&280 辅药黑天麻-1&400 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引菩提花-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引凝血草-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引血莲精-1&290 辅药混元果-1&410 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引火精枣-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引流莹草-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引五柳根-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引伏龙参-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引炼魂珠-1&290 辅药混元果-1&410 花费1230 炼金收益30 6丹 灭神古丸
主药七彩月兰-1&530 药引蛇涎果-1&320 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药三叶青芝-1&550 药引枫香脂-1&300 辅药皇龙花-1&380 花费1230 炼金收益30 6丹 灭神古丸
主药天蝉灵叶-1&400 药引天问花-1&280 辅药伴妖草-1&370 花费1050 炼金收益30 6丹 素心真丸
主药腐骨灵花-1&390 药引龙鳞果-1&300 辅药剑心竹-1&360 花费1050 炼金收益30 6丹 素心真丸
主药天蝉灵叶-1&400 药引炼魂珠-1&290 辅药剑心竹-1&360 花费1050 炼金收益30 6丹 素心真丸
主药天蝉灵叶-1&400 药引枫香脂-1&300 辅药月灵花-1&350 花费1050 炼金收益30 6丹 素心真丸
主药地心火芝-1&430 药引灯心草-1&270 辅药月灵花-1&350 花费1050 炼金收益30 6丹 素心真丸
主药雪玉骨参-1&400 药引穿心莲-1&290 辅药剑心竹-1&360 花费1050 炼金收益30 6丹 素心真丸
主药天蝉灵叶-1&400 药引血莲精-1&290 辅药剑心竹-1&360 花费1050 炼金收益30 6丹 素心真丸
主药天蝉灵叶-1&400 药引苦曼藤-1&300 辅药月灵花-1&350 花费1050 炼金收益30 6丹 素心真丸
主药地心火芝-1&430 药引轻灵草-1&270 辅药月灵花-1&350 花费1050 炼金收益30 6丹 素心真丸
主药天蝉灵叶-1&400 药引渊血冥花-1&300 辅药月灵花-1&350 花费1050 炼金收益30 6丹 素心真丸
主药天蝉灵叶-1&400 药引天灵果-1&280 辅药伴妖草-1&370 花费1050 炼金收益30 6丹 素心真丸
主药血莲精-1&290 药引血莲精-1&290 辅药血莲精-1&290 花费870 炼金收益30 6丹 养气丹
主药血莲精-1&290 药引鸡冠草-1&310 辅药银精芝-1&270 花费870 炼金收益30 6丹 养气丹
主药血莲精-1&290 药引灯心草-1&270 辅药鸡冠草-1&310 花费870 炼金收益30 6丹 养气丹
主药血莲精-1&290 药引炼魂珠-1&290 辅药血莲精-1&290 花费870 炼金收益30 6丹 养气丹
主药血莲精-1&290 药引九叶芝-1&310 辅药银精芝-1&270 花费870 炼金收益30 6丹 养气丹
主药血莲精-1&290 药引紫猴花-1&310 辅药银精芝-1&270 花费870 炼金收益30 6丹 养气丹
主药银精芝-1&270 药引雪凝花-1&310 辅药玉髓芝-1&290 花费870 炼金收益30 6丹 养气丹
主药血莲精-1&290 药引宁心草-1&310 辅药银精芝-1&270 花费870 炼金收益30 6丹 养气丹
主药鸡冠草-1&310 药引炼魂珠-1&290 辅药银精芝-1&270 花费870 炼金收益30 6丹 养气丹
主药血莲精-1&290 药引风灵花-1&310 辅药银精芝-1&270 花费870 炼金收益30 6丹 养气丹
主药鸡冠草-1&310 药引血莲精-1&290 辅药银精芝-1&270 花费870 炼金收益30 6丹 养气丹
